SetWaitableTimer( 100 ) notified by WM_TIMER	tested 5 min.	Min: 84.792 / Ave: 100.003 / Max: 114.281	CPU: 0.266%
85	2
86	18
87	10
88	11
89	13
90	471
91	132
92	99
93	105
94	118
95	137
96	123
97	18
98	22
99	23
100	29
101	14
102	20
103	19
104	34
105	905
106	234
107	117
108	95
109	81
110	49
111	57
112	23
113	7
114	12
