SetTimer( 100 )	with timeBeginPeriod( 1 )	tested 5 min.	Min: 93.929 / Ave: 109.527 / Max: 125.545	CPU: 0.318%
94	1
95	1
96	5
97	1
98	4
99	18
100	33
101	43
102	3
103	2
104	6
105	866
106	247
107	150
108	168
109	199
110	169
111	148
112	78
113	7
114	3
115	9
116	34
117	36
118	22
119	10
120	318
121	76
122	35
123	22
124	18
125	5
